category,control,priority
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,All S3 buckets should log S3 data events in CloudTrail,p3
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for read events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket,p1
CloudTrail,At least one trail should be enabled with security best practices,p2
CloudTrail,At least one enabled trail should be present in a region,p2
CloudTrail,At least one CloudTrail trail should be enabled in the AWS account,p2
CloudTrail,CloudTrail trails should have insight selectors and logging enabled,p2
CloudTrail,CloudTrail trails should be integrated with CloudWatch logs,p3
CloudTrail,CloudTrail trail logs should be encrypted with KMS CMK,p1
CloudTrail,CloudTrail trail log file validation should be enabled,p2
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
CloudWatch,CloudWatch alarm should have an action configured,p3
