category,control
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,Ensure that Object-level logging for write events is enabled for S3 bucket
CloudTrail,At least one trail should be enabled with security best practices
CloudTrail,At least one enabled trail should be present in a region
CloudTrail,At least one CloudTrail trail should be enabled in the AWS account
CloudTrail,CloudTrail trails should have insight selectors and logging enabled
CloudTrail,CloudTrail trails should be integrated with CloudWatch logs
CloudTrail,CloudTrail trail logs should be encrypted with KMS CMK
CloudTrail,CloudTrail trail log file validation should be enabled
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm should have an action configured
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
CloudWatch,CloudWatch alarm action should be enabled
